,Platform,Genre,Publisher,Rating,Year_of_Release,Critic_Score,BINARY_Hits
6556,DS,Simulation,Under 50 Games Publisher,E,2007.0,49.0,0.0
6557,XB,Shooter,Ubisoft,M,2003.0,74.0,0.0
6558,PS3,Action,THQ,E10+,2009.0,65.0,0.0
6562,DS,Misc,Ubisoft,E10+,2010.0,64.0,0.0
6563,X360,Racing,THQ,E,2007.0,78.0,0.0
6564,X360,Racing,THQ,E,2006.0,65.0,0.0
6574,PS3,Misc,Sega,T,2014.0,78.0,0.0
6575,DS,Role-Playing,Under 50 Games Publisher,E,2009.0,36.0,0.0
6577,X360,Action,Activision,E10+,2008.0,62.0,0.0
6578,PC,Racing,Electronic Arts,E10+,2013.0,76.0,0.0
6579,PS2,Action,Over 50 Under 150 Publisher,T,2008.0,38.0,0.0
6580,GC,Fighting,Electronic Arts,T,2003.0,81.0,0.0
6583,XB,Simulation,Electronic Arts,T,2005.0,75.0,0.0
6584,Wii,Action,Activision,T,2008.0,63.0,0.0
6586,PS3,Shooter,Take-Two Interactive,M,2013.0,69.0,0.0
6587,PS2,Sports,Sega,E,2003.0,87.0,0.0
6588,Wii,Sports,Activision,T,2007.0,57.0,0.0
6590,PSP,Action,Activision,T,2009.0,63.0,0.0
6591,X360,Action,THQ,M,2006.0,70.0,0.0
6594,X360,Sports,Take-Two Interactive,T,2008.0,56.0,0.0
6598,PS2,Action,Capcom,T,2005.0,64.0,0.0
6603,X360,Adventure,Over 50 Under 150 Publisher,E10+,2008.0,57.0,0.0
6605,X360,Action,Activision,T,2011.0,57.0,0.0
6609,PC,Adventure,Take-Two Interactive,M,2011.0,83.0,0.0
6610,PS2,Action,Over 50 Under 150 Publisher,T,2008.0,43.0,0.0
6612,XB,Shooter,Ubisoft,T,2005.0,70.0,0.0
6613,PS,Role-Playing,Ubisoft,E,1999.0,89.0,0.0
6616,PS2,Adventure,Ubisoft,T,2006.0,51.0,0.0
6620,GC,Platform,Over 50 Under 150 Publisher,E,2005.0,55.0,0.0
6621,PS2,Racing,THQ,E,2007.0,67.0,0.0
6622,X360,Simulation,Over 50 Under 150 Publisher,T,2007.0,65.0,0.0
6627,PS3,Racing,Under 50 Games Publisher,E10+,2008.0,59.0,0.0
6628,DS,Action,Activision,T,2009.0,50.0,0.0
6629,Wii,Action,Activision,T,2009.0,53.0,0.0
6630,PSP,Role-Playing,Over 50 Under 150 Publisher,T,2009.0,83.0,0.0
6635,PS3,Sports,Under 50 Games Publisher,E,2007.0,74.0,0.0
6636,PS2,Role-Playing,Over 50 Under 150 Publisher,T,2004.0,77.0,0.0
6637,PS3,Shooter,Over 50 Under 150 Publisher,M,2009.0,80.0,0.0
6642,GC,Role-Playing,Activision,T,2005.0,82.0,0.0
6643,GBA,Action,Over 50 Under 150 Publisher,E,2002.0,63.0,0.0
6645,PS3,Misc,Sony Computer Entertainment,E,2010.0,56.0,0.0
6646,X360,Action,Activision,M,2012.0,39.0,0.0
6647,X360,Action,Over 50 Under 150 Publisher,M,2012.0,58.0,0.0
6649,PC,Strategy,Take-Two Interactive,E10+,2016.0,88.0,0.0
6651,Wii,Action,Electronic Arts,E,2010.0,62.0,0.0
6652,PS4,Role-Playing,Namco Bandai Games,T,2015.0,63.0,0.0
6653,GC,Sports,Nintendo,E,2002.0,71.0,0.0
6654,XOne,Racing,Over 50 Under 150 Publisher,E,2015.0,64.0,0.0
6656,GBA,Racing,Nintendo,E,2004.0,66.0,0.0
6659,PSV,Platform,Under 50 Games Publisher,E10+,2013.0,75.0,0.0
6662,PS2,Role-Playing,Namco Bandai Games,E10+,2006.0,43.0,0.0
6664,PC,Action,Over 50 Under 150 Publisher,M,2012.0,79.0,0.0
6665,3DS,Role-Playing,Under 50 Games Publisher,T,2015.0,79.0,0.0
6666,Wii,Sports,Ubisoft,E,2010.0,51.0,0.0
6668,XOne,Racing,Ubisoft,E10+,2014.0,80.0,0.0
6670,X360,Shooter,Ubisoft,M,2006.0,78.0,0.0
6672,PS4,Action,Over 50 Under 150 Publisher,M,2014.0,57.0,0.0
6674,3DS,Platform,Activision,E10+,2013.0,68.0,0.0
6680,PS,Shooter,Under 50 Games Publisher,T,2000.0,48.0,0.0
6681,PSP,Sports,Sony Computer Entertainment,E,2005.0,80.0,0.0
6682,XOne,Action,Activision,E10+,2015.0,76.0,0.0
6683,PSV,Action,Under 5 Games Publisher,T,2012.0,82.0,0.0
6684,PS2,Misc,THQ,E,2002.0,63.0,0.0
6689,PS2,Platform,Over 50 Under 150 Publisher,T,2003.0,63.0,0.0
6690,PS4,Action,Over 50 Under 150 Publisher,T,2014.0,76.0,0.0
6691,3DS,Simulation,Namco Bandai Games,T,2011.0,71.0,0.0
6694,PS2,Shooter,Electronic Arts,M,2005.0,84.0,0.0
6695,PSV,Action,Over 50 Under 150 Publisher,T,2011.0,67.0,0.0
6697,GC,Simulation,Ubisoft,E,2005.0,83.0,0.0
6699,XB,Action,Capcom,M,2002.0,83.0,0.0
6700,GBA,Platform,Nintendo,E,2005.0,70.0,0.0
6702,PS3,Shooter,Over 50 Under 150 Publisher,T,2008.0,42.0,0.0
6705,PC,Shooter,THQ,M,2011.0,70.0,0.0
6706,XB,Racing,Under 50 Games Publisher,E,2003.0,53.0,0.0
6707,DS,Role-Playing,Activision,E10+,2010.0,56.0,0.0
6708,PS3,Racing,Over 50 Under 150 Publisher,E,2009.0,67.0,0.0
6709,PSP,Sports,Electronic Arts,E,2009.0,64.0,0.0
6710,XB,Racing,Over 50 Under 150 Publisher,E,2003.0,88.0,0.0
6711,PS2,Misc,Sega,E,2005.0,78.0,0.0
6712,XB,Shooter,Namco Bandai Games,T,2003.0,75.0,0.0
6713,PSP,Role-Playing,Under 50 Games Publisher,T,2009.0,80.0,0.0
6714,GC,Action,Ubisoft,T,2005.0,81.0,0.0
6715,Wii,Misc,Activision,E10+,2007.0,42.0,0.0
6718,GC,Racing,Electronic Arts,T,2001.0,67.0,0.0
6720,X360,Action,Over 50 Under 150 Publisher,T,2011.0,58.0,0.0
6722,PC,Strategy,Sega,T,2015.0,80.0,0.0
6723,XB,Action,Over 50 Under 150 Publisher,T,2001.0,52.0,0.0
6726,XB,Fighting,Atari,T,2005.0,51.0,0.0
6728,PS3,Misc,Under 50 Games Publisher,T,2008.0,60.0,0.0
6729,PSP,Racing,Over 50 Under 150 Publisher,E10+,2005.0,68.0,0.0
6735,X360,Action,Capcom,T,2012.0,71.0,0.0
6736,GC,Role-Playing,Under 50 Games Publisher,E,2004.0,70.0,0.0
6745,DS,Adventure,Ubisoft,E,2006.0,75.0,0.0
6746,PS2,Sports,Sega,E,2002.0,83.0,0.0
6748,XOne,Sports,Electronic Arts,E10+,2016.0,77.0,0.0
6749,XB,Sports,Electronic Arts,E,2003.0,81.0,0.0
6751,X360,Action,Activision,E,2009.0,60.0,0.0
6752,GC,Action,Activision,T,2005.0,61.0,0.0
6754,GBA,Sports,Activision,E,2005.0,64.0,0.0
6755,PC,Shooter,THQ,M,2010.0,81.0,0.0
6761,PSP,Role-Playing,Over 50 Under 150 Publisher,E10+,2006.0,53.0,0.0
6765,PS2,Simulation,Konami Digital Entertainment,E,2008.0,61.0,0.0
6766,DS,Action,Sega,E10+,2008.0,50.0,0.0
6767,X360,Action,Ubisoft,E10+,2011.0,63.0,0.0
6770,3DS,Role-Playing,Over 50 Under 150 Publisher,E10+,2015.0,77.0,0.0
6771,XOne,Misc,Under 50 Games Publisher,E,2013.0,73.0,0.0
6772,DS,Role-Playing,Over 50 Under 150 Publisher,T,2007.0,70.0,0.0
6774,XB,Racing,Under 50 Games Publisher,E,2001.0,59.0,0.0
6775,DS,Racing,THQ,T,2007.0,72.0,0.0
6777,DS,Puzzle,Over 50 Under 150 Publisher,E,2008.0,63.0,0.0
6778,GBA,Action,Take-Two Interactive,M,2004.0,68.0,0.0
6779,DS,Role-Playing,Over 50 Under 150 Publisher,E10+,2008.0,71.0,0.0
6782,X360,Misc,Sega,T,2011.0,53.0,0.0
6783,Wii,Action,Capcom,M,2008.0,62.0,0.0
6784,XOne,Sports,Over 50 Under 150 Publisher,E,2016.0,87.0,1.0
6785,PS2,Misc,Sony Computer Entertainment,E,2003.0,46.0,0.0
6786,Wii,Action,Activision,T,2010.0,75.0,0.0
6788,PSP,Action,Take-Two Interactive,T,2007.0,49.0,0.0
6789,PS2,Role-Playing,Over 50 Under 150 Publisher,T,2004.0,85.0,0.0
6790,PS3,Action,Activision,T,2011.0,50.0,0.0
6791,PSP,Racing,Ubisoft,M,2007.0,57.0,0.0
6792,PS3,Action,Electronic Arts,E10+,2007.0,67.0,0.0
6793,PSP,Misc,Over 50 Under 150 Publisher,M,2005.0,63.0,0.0
6800,X360,Action,Over 50 Under 150 Publisher,T,2009.0,59.0,0.0
6801,PS3,Adventure,Under 50 Games Publisher,M,2012.0,65.0,0.0
6802,XB,Sports,Electronic Arts,E,2006.0,77.0,0.0
6803,PS4,Sports,Electronic Arts,E,2013.0,43.0,0.0
6804,X360,Action,Electronic Arts,T,2009.0,42.0,0.0
6806,PS3,Role-Playing,Under 50 Games Publisher,M,2012.0,53.0,0.0
6808,WiiU,Action,Over 50 Under 150 Publisher,E10+,2016.0,69.0,0.0
6809,Wii,Sports,Under 50 Games Publisher,E10+,2008.0,51.0,0.0
6810,X360,Action,Activision,T,2011.0,47.0,0.0
6815,X360,Misc,THQ,E,2011.0,53.0,0.0
6816,X360,Action,Konami Digital Entertainment,E,2013.0,80.0,0.0
6820,PS3,Misc,THQ,E,2011.0,62.0,0.0
6821,PS3,Sports,Ubisoft,E,2010.0,46.0,0.0
6822,PSP,Sports,Electronic Arts,E,2009.0,70.0,0.0
6824,Wii,Platform,THQ,E,2010.0,56.0,0.0
6825,X360,Action,Atari,M,2009.0,65.0,0.0
6826,PS3,Role-Playing,Over 50 Under 150 Publisher,M,2010.0,61.0,0.0
6827,PS2,Racing,Electronic Arts,E,2007.0,56.0,0.0
6828,Wii,Adventure,Ubisoft,T,2009.0,74.0,0.0
6829,X360,Role-Playing,Under 50 Games Publisher,M,2009.0,62.0,0.0
6830,PS3,Simulation,Konami Digital Entertainment,T,2012.0,73.0,0.0
6831,PC,Role-Playing,Under 50 Games Publisher,T,2011.0,72.0,0.0
6832,PS3,Action,Activision,E,2009.0,63.0,0.0
6833,DS,Role-Playing,Under 5 Games Publisher,E10+,2006.0,62.0,0.0
6834,PS2,Misc,Konami Digital Entertainment,E,2004.0,76.0,0.0
6839,Wii,Action,Ubisoft,T,2010.0,77.0,0.0
6840,DS,Adventure,Over 50 Under 150 Publisher,E,2009.0,66.0,0.0
6846,PS4,Sports,Electronic Arts,E,2014.0,59.0,0.0
6847,XB,Racing,Electronic Arts,E,2003.0,85.0,0.0
6848,XB,Action,Electronic Arts,T,2002.0,79.0,0.0
6850,XB,Action,Electronic Arts,E10+,2005.0,68.0,0.0
6852,DS,Role-Playing,Sega,T,2008.0,63.0,0.0
6853,DS,Action,Electronic Arts,E,2005.0,68.0,0.0
6854,X360,Misc,Over 50 Under 150 Publisher,E,2007.0,56.0,0.0
6860,XB,Sports,Sega,E,2002.0,85.0,0.0
6861,PS2,Racing,Atari,T,2004.0,73.0,0.0
6863,PS3,Action,Over 50 Under 150 Publisher,T,2013.0,64.0,0.0
6864,PSV,Misc,Sega,T,2012.0,81.0,0.0
6865,PSV,Role-Playing,Over 50 Under 150 Publisher,T,2013.0,77.0,0.0
6866,PS2,Racing,Over 50 Under 150 Publisher,T,2001.0,35.0,0.0
6867,PS2,Action,Under 50 Games Publisher,T,2002.0,47.0,0.0
6868,X360,Misc,Under 50 Games Publisher,E10+,2009.0,66.0,0.0
6871,PS3,Shooter,Sega,M,2008.0,72.0,0.0
6873,DS,Puzzle,Nintendo,E,2005.0,88.0,0.0
6875,GC,Shooter,Activision,T,2002.0,75.0,0.0
6876,GC,Action,Ubisoft,T,2003.0,89.0,0.0
6877,X360,Sports,Sega,E,2011.0,70.0,0.0
6878,PS2,Sports,Sega,E,2003.0,90.0,0.0
6880,X360,Racing,Over 50 Under 150 Publisher,E10+,2012.0,75.0,0.0
6881,XB,Action,Over 50 Under 150 Publisher,T,2005.0,84.0,0.0
6882,PS2,Sports,Sony Computer Entertainment,E,2002.0,53.0,0.0
6884,PS,Fighting,Namco Bandai Games,T,1998.0,61.0,0.0
6886,PC,Strategy,Take-Two Interactive,T,2016.0,88.0,0.0
6888,GC,Platform,THQ,E,2002.0,53.0,0.0
6889,DS,Sports,Ubisoft,E,2008.0,63.0,0.0
6891,PS3,Role-Playing,Over 50 Under 150 Publisher,T,2008.0,52.0,0.0
6893,Wii,Action,Over 50 Under 150 Publisher,T,2010.0,58.0,0.0
6894,PS,Sports,Sony Computer Entertainment,E,2000.0,78.0,0.0
6900,Wii,Action,Over 50 Under 150 Publisher,E10+,2007.0,27.0,0.0
6902,DS,Adventure,Under 50 Games Publisher,E10+,2010.0,48.0,0.0
6904,GBA,Sports,Electronic Arts,E,2005.0,71.0,0.0
6905,PS3,Action,Activision,E10+,2008.0,58.0,0.0
6909,X360,Action,Take-Two Interactive,E,2005.0,81.0,0.0
6910,PS3,Racing,Electronic Arts,E,2007.0,57.0,0.0
6914,XB,Action,Take-Two Interactive,M,2004.0,66.0,0.0
6915,PS3,Sports,Electronic Arts,E,2012.0,73.0,0.0
6916,X360,Action,Over 50 Under 150 Publisher,T,2009.0,59.0,0.0
6917,PS2,Sports,Sony Computer Entertainment,T,2001.0,70.0,0.0
6920,WiiU,Action,Over 50 Under 150 Publisher,E,2012.0,57.0,0.0
6926,PS3,Misc,Sony Computer Entertainment,E,2011.0,66.0,0.0
6927,PC,Shooter,Ubisoft,M,2015.0,79.0,0.0
6930,PS2,Action,Sony Computer Entertainment,M,2005.0,74.0,0.0
6936,PS2,Racing,Over 50 Under 150 Publisher,T,2003.0,55.0,0.0
6938,Wii,Racing,Under 50 Games Publisher,E,2010.0,74.0,0.0
6939,Wii,Misc,Over 50 Under 150 Publisher,E10+,2008.0,59.0,0.0
6941,XB,Shooter,Electronic Arts,T,2003.0,82.0,0.0
6944,XB,Shooter,Activision,M,2003.0,61.0,0.0
6947,DS,Role-Playing,Konami Digital Entertainment,E10+,2006.0,82.0,0.0
6950,PS2,Role-Playing,Over 50 Under 150 Publisher,T,2006.0,87.0,0.0
6951,3DS,Fighting,THQ,T,2011.0,71.0,0.0
6952,PS,Role-Playing,Under 5 Games Publisher,T,1997.0,86.0,0.0
6954,Wii,Fighting,Over 50 Under 150 Publisher,M,2007.0,71.0,0.0
6955,WiiU,Sports,Electronic Arts,E,2012.0,75.0,0.0
6960,PS4,Action,Activision,T,2015.0,77.0,0.0
6963,PS2,Shooter,Under 50 Games Publisher,T,2003.0,58.0,0.0
6964,PS2,Sports,Over 50 Under 150 Publisher,E,2003.0,73.0,0.0
6965,GC,Sports,Electronic Arts,E,2002.0,90.0,0.0
6969,PSP,Misc,Under 50 Games Publisher,E,2005.0,73.0,0.0
6971,PSP,Role-Playing,Over 50 Under 150 Publisher,T,2006.0,87.0,0.0
6973,PSV,Action,Over 50 Under 150 Publisher,T,2014.0,82.0,0.0
6977,PSP,Sports,Electronic Arts,E,2005.0,79.0,0.0
6980,PS3,Role-Playing,Under 50 Games Publisher,E10+,2011.0,55.0,0.0
6981,PSP,Role-Playing,Under 5 Games Publisher,T,2009.0,79.0,0.0
6982,PS2,Sports,Sony Computer Entertainment,E,2003.0,61.0,0.0
6984,PSV,Misc,Ubisoft,E,2012.0,83.0,0.0
6985,DS,Sports,Activision,E10+,2007.0,79.0,0.0
6986,PS2,Adventure,THQ,E,2004.0,39.0,0.0
6988,X360,Misc,Under 50 Games Publisher,T,2008.0,63.0,0.0
6990,PSP,Role-Playing,Over 50 Under 150 Publisher,E10+,2008.0,50.0,0.0
6991,Wii,Sports,Under 50 Games Publisher,E,2010.0,41.0,0.0
6993,PC,Shooter,Take-Two Interactive,M,2012.0,76.0,0.0
6995,PS2,Sports,Sony Computer Entertainment,E,2002.0,62.0,0.0
6998,PS2,Sports,Sony Computer Entertainment,E,2002.0,55.0,0.0
7000,DS,Racing,Electronic Arts,E10+,2008.0,59.0,0.0
7002,PS2,Action,Under 50 Games Publisher,M,2003.0,61.0,0.0
7005,PS3,Action,Over 50 Under 150 Publisher,M,2013.0,64.0,0.0
7006,X360,Racing,Over 50 Under 150 Publisher,E,2014.0,64.0,0.0
7008,PS2,Action,Over 50 Under 150 Publisher,M,2002.0,51.0,0.0
7015,PS2,Action,Sega,M,2005.0,74.0,0.0
7027,PSP,Role-Playing,Over 50 Under 150 Publisher,T,2006.0,72.0,0.0
7029,XB,Shooter,Under 50 Games Publisher,M,2004.0,60.0,0.0
7031,PS2,Sports,Under 50 Games Publisher,E,2002.0,58.0,0.0
7032,PS2,Shooter,Namco Bandai Games,T,2004.0,66.0,0.0
7035,PSP,Sports,Electronic Arts,E,2005.0,75.0,0.0
7037,Wii,Sports,Konami Digital Entertainment,E,2010.0,78.0,0.0
7038,GC,Role-Playing,Atari,T,2002.0,84.0,0.0
7041,GBA,Role-Playing,Ubisoft,E,2001.0,79.0,0.0
7043,PC,Role-Playing,Over 50 Under 150 Publisher,M,2012.0,69.0,0.0
7048,GC,Sports,Electronic Arts,E,2004.0,88.0,0.0
7049,GBA,Sports,Nintendo,E,2004.0,77.0,0.0
7052,PSV,Action,Sony Computer Entertainment,M,2014.0,82.0,0.0
7054,Wii,Racing,Activision,E,2011.0,42.0,0.0
7057,PS3,Action,Activision,T,2011.0,58.0,0.0
7059,PS4,Racing,Under 5 Games Publisher,E,2015.0,66.0,0.0
7061,3DS,Adventure,Nintendo,T,2012.0,54.0,0.0
7063,PS2,Fighting,Namco Bandai Games,T,2004.0,61.0,0.0
7064,Wii,Fighting,Electronic Arts,T,2008.0,61.0,0.0
7065,PS2,Shooter,Capcom,M,2002.0,50.0,0.0
7069,Wii,Sports,Activision,E,2008.0,61.0,0.0
7070,GBA,Platform,Capcom,E,2004.0,77.0,0.0
7071,Wii,Sports,Nintendo,E10+,2006.0,72.0,0.0
7072,PS3,Action,Over 50 Under 150 Publisher,E10+,2009.0,68.0,0.0
7073,DS,Role-Playing,Over 50 Under 150 Publisher,T,2008.0,73.0,0.0
7075,3DS,Platform,Sega,T,2011.0,69.0,0.0
7077,DS,Sports,Activision,E,2006.0,76.0,0.0
7078,PS3,Role-Playing,Over 50 Under 150 Publisher,M,2012.0,47.0,0.0
7079,DS,Strategy,THQ,E10+,2006.0,80.0,0.0
7080,GBA,Misc,Atari,E,2004.0,66.0,0.0
7082,PS3,Racing,Capcom,E,2010.0,70.0,0.0
7083,GBA,Role-Playing,Electronic Arts,T,2004.0,67.0,0.0
7084,DS,Strategy,Sega,E,2007.0,61.0,0.0
7085,XB,Action,Over 50 Under 150 Publisher,M,2004.0,77.0,0.0
7087,GC,Puzzle,THQ,E,2002.0,47.0,0.0
7093,PC,Simulation,Electronic Arts,T,2015.0,72.0,0.0
7095,GC,Action,Capcom,T,2004.0,86.0,0.0
7096,Wii,Puzzle,Capcom,E,2008.0,52.0,0.0
7098,PS3,Shooter,Ubisoft,E10+,2011.0,81.0,0.0
7099,Wii,Action,THQ,E10+,2010.0,46.0,0.0
7102,DS,Action,Nintendo,E10+,2007.0,49.0,0.0
7103,DS,Shooter,Over 50 Under 150 Publisher,M,2007.0,56.0,0.0
7104,Wii,Strategy,THQ,E10+,2010.0,58.0,0.0
7105,XB,Misc,Under 50 Games Publisher,E,2002.0,19.0,0.0
7106,PSP,Action,Under 50 Games Publisher,M,2007.0,58.0,0.0
7107,DS,Role-Playing,Under 50 Games Publisher,E10+,2008.0,53.0,0.0
7109,Wii,Racing,Under 50 Games Publisher,E,2009.0,33.0,0.0
7110,XB,Shooter,Over 50 Under 150 Publisher,M,2004.0,58.0,0.0
7111,DS,Misc,Over 50 Under 150 Publisher,E,2008.0,69.0,0.0
7114,PS2,Role-Playing,Over 50 Under 150 Publisher,T,2004.0,66.0,0.0
7115,GC,Sports,Over 50 Under 150 Publisher,E,2001.0,66.0,0.0
7116,PS2,Simulation,Under 50 Games Publisher,E,2001.0,59.0,0.0
7117,DC,Fighting,Under 50 Games Publisher,T,2000.0,80.0,0.0
7118,PS3,Misc,Under 50 Games Publisher,E10+,2009.0,82.0,0.0
7119,PSP,Action,Over 50 Under 150 Publisher,T,2007.0,49.0,0.0
7120,XOne,Action,Over 50 Under 150 Publisher,M,2016.0,88.0,0.0
7121,PSV,Action,Ubisoft,E10+,2011.0,49.0,0.0
7123,GC,Action,Electronic Arts,T,2005.0,70.0,0.0
7125,PS2,Misc,Activision,T,2009.0,69.0,0.0
7126,Wii,Sports,Electronic Arts,E,2008.0,51.0,0.0
7127,PS2,Sports,Over 50 Under 150 Publisher,E,2001.0,67.0,0.0
7128,X360,Sports,Electronic Arts,E,2008.0,70.0,0.0
7130,PSP,Role-Playing,Under 50 Games Publisher,T,2009.0,78.0,0.0
7132,XOne,Role-Playing,Over 50 Under 150 Publisher,M,2014.0,71.0,0.0
7133,PC,Action,Over 50 Under 150 Publisher,E10+,2012.0,80.0,0.0
7135,PS2,Role-Playing,Over 50 Under 150 Publisher,T,2006.0,60.0,0.0
7136,X360,Action,Under 50 Games Publisher,E10+,2009.0,61.0,0.0
7138,PS2,Sports,Electronic Arts,E,2003.0,61.0,0.0
7141,3DS,Action,Under 5 Games Publisher,M,2014.0,58.0,0.0
7142,PSP,Sports,Sony Computer Entertainment,E,2005.0,72.0,0.0
7143,DS,Misc,Under 5 Games Publisher,E,2008.0,82.0,0.0
7144,GBA,Action,Under 5 Games Publisher,E10+,2003.0,60.0,0.0
7146,X360,Strategy,Under 50 Games Publisher,T,2009.0,75.0,0.0
7147,PS2,Racing,Activision,T,2002.0,60.0,0.0
7148,Wii,Action,THQ,T,2009.0,72.0,0.0
7149,X360,Fighting,Namco Bandai Games,T,2014.0,62.0,0.0
7152,PC,Action,Over 50 Under 150 Publisher,M,2011.0,80.0,0.0
7153,GC,Sports,Sega,E,2002.0,92.0,0.0
7155,DS,Puzzle,Electronic Arts,E,2009.0,57.0,0.0
7157,GBA,Platform,Under 50 Games Publisher,T,2003.0,63.0,0.0
7161,X360,Action,Over 50 Under 150 Publisher,M,2011.0,61.0,0.0
7167,GBA,Misc,THQ,E,2002.0,53.0,0.0
7168,GC,Action,Activision,E10+,2005.0,70.0,0.0
7169,X360,Shooter,Sega,T,2006.0,70.0,0.0
7171,PS2,Adventure,Over 50 Under 150 Publisher,E,2002.0,69.0,0.0
7173,PS3,Adventure,Under 50 Games Publisher,E10+,2008.0,63.0,0.0
7175,Wii,Action,Electronic Arts,T,2009.0,51.0,0.0
7176,DS,Puzzle,Under 5 Games Publisher,E,2007.0,68.0,0.0
7180,X360,Simulation,Ubisoft,T,2006.0,49.0,0.0
7182,PS2,Sports,THQ,T,2001.0,67.0,0.0
7183,PS4,Strategy,Activision,E,2013.0,47.0,0.0
7184,PSP,Sports,Sony Computer Entertainment,E,2010.0,80.0,0.0
7186,Wii,Simulation,Electronic Arts,E,2009.0,56.0,0.0
7187,DS,Action,Over 50 Under 150 Publisher,T,2010.0,43.0,0.0
7188,PS2,Racing,Ubisoft,E,2004.0,52.0,0.0
7191,GC,Misc,Namco Bandai Games,E10+,2005.0,60.0,0.0
7192,PS2,Racing,Over 50 Under 150 Publisher,T,2004.0,63.0,0.0
7193,PSP,Sports,Sony Computer Entertainment,E,2005.0,57.0,0.0
7201,PS2,Action,Under 5 Games Publisher,T,2002.0,66.0,0.0
7203,X360,Simulation,Namco Bandai Games,T,2012.0,68.0,0.0
7205,X360,Sports,Take-Two Interactive,E,2006.0,82.0,0.0
7208,X360,Sports,Electronic Arts,E,2007.0,69.0,0.0
7209,PS,Action,Electronic Arts,T,1999.0,40.0,0.0
7210,Wii,Action,Over 50 Under 150 Publisher,E10+,2006.0,46.0,0.0
7212,PS2,Racing,Under 50 Games Publisher,E,2000.0,64.0,0.0
7213,PS2,Role-Playing,Ubisoft,T,2004.0,76.0,0.0
7217,GBA,Shooter,Under 50 Games Publisher,E,2002.0,61.0,0.0
7221,PS2,Strategy,Ubisoft,T,2002.0,47.0,0.0
7223,3DS,Strategy,Nintendo,T,2015.0,69.0,0.0
7224,X360,Shooter,Take-Two Interactive,M,2013.0,68.0,0.0
7225,PC,Shooter,Over 50 Under 150 Publisher,T,2004.0,72.0,0.0
7226,XB,Shooter,Under 50 Games Publisher,M,2002.0,76.0,0.0
7227,DS,Action,Electronic Arts,E10+,2011.0,55.0,0.0
7230,XB,Sports,Take-Two Interactive,E10+,2005.0,83.0,0.0
7231,X360,Adventure,Over 50 Under 150 Publisher,E,2009.0,25.0,0.0
7232,XB,Action,Activision,M,2004.0,70.0,0.0
7233,PS2,Misc,Take-Two Interactive,T,2005.0,60.0,0.0
7234,PS2,Shooter,Konami Digital Entertainment,M,2004.0,65.0,0.0
7235,PSP,Sports,Electronic Arts,E,2005.0,67.0,0.0
7238,DS,Sports,Activision,E,2005.0,84.0,0.0
7242,PS2,Action,Capcom,T,2004.0,85.0,0.0
7243,X360,Sports,Take-Two Interactive,E10+,2009.0,76.0,0.0
7244,PS2,Shooter,Electronic Arts,M,2001.0,84.0,0.0
7245,PS2,Platform,Namco Bandai Games,E,2005.0,63.0,0.0
7246,X360,Shooter,THQ,M,2009.0,71.0,0.0
7248,PS3,Adventure,Under 50 Games Publisher,E,2012.0,92.0,0.0
7250,PS3,Racing,Under 50 Games Publisher,E10+,2010.0,73.0,0.0
7254,3DS,Role-Playing,Namco Bandai Games,T,2016.0,68.0,0.0
7255,DS,Sports,Electronic Arts,E,2006.0,70.0,0.0
7256,PS,Fighting,Over 50 Under 150 Publisher,E,2000.0,26.0,0.0
7259,X360,Sports,Under 5 Games Publisher,E,2009.0,63.0,0.0
7260,XB,Shooter,Ubisoft,M,2005.0,75.0,0.0
7261,PS3,Role-Playing,Over 50 Under 150 Publisher,T,2013.0,74.0,0.0
7263,PS2,Platform,Capcom,T,2003.0,83.0,0.0
7266,PC,Action,Ubisoft,M,2015.0,74.0,0.0
7267,DS,Action,Over 50 Under 150 Publisher,E10+,2008.0,54.0,0.0
7268,PS2,Role-Playing,THQ,T,2002.0,76.0,0.0
7271,PS2,Adventure,Konami Digital Entertainment,T,2001.0,78.0,0.0
7273,DS,Action,Over 50 Under 150 Publisher,T,2008.0,83.0,0.0
7274,XB,Sports,Under 50 Games Publisher,T,2003.0,65.0,0.0
7282,PSV,Role-Playing,Over 50 Under 150 Publisher,E10+,2016.0,77.0,0.0
7283,PSV,Action,Over 50 Under 150 Publisher,M,2014.0,72.0,0.0
7284,Wii,Action,Konami Digital Entertainment,E,2011.0,79.0,0.0
7285,Wii,Platform,Over 50 Under 150 Publisher,E10+,2007.0,60.0,0.0
7287,PS4,Adventure,Under 5 Games Publisher,M,2014.0,83.0,0.0
7288,Wii,Adventure,Over 50 Under 150 Publisher,M,2009.0,67.0,0.0
7291,DS,Strategy,THQ,E10+,2008.0,78.0,0.0
7292,X360,Racing,Under 50 Games Publisher,E10+,2008.0,63.0,0.0
7293,GC,Action,Electronic Arts,E,2003.0,47.0,0.0
7295,3DS,Role-Playing,Nintendo,T,2012.0,69.0,0.0
7297,Wii,Platform,Under 50 Games Publisher,E,2009.0,80.0,0.0
7301,PS3,Racing,THQ,E,2008.0,61.0,0.0
7302,PS3,Action,Electronic Arts,T,2009.0,43.0,0.0
7305,PSP,Fighting,THQ,T,2010.0,74.0,0.0
7306,PSP,Misc,Activision,E10+,2005.0,37.0,0.0
7307,X360,Misc,Ubisoft,E,2007.0,67.0,0.0
7308,PS2,Action,Over 50 Under 150 Publisher,M,2002.0,81.0,0.0
7309,XB,Shooter,Atari,M,2004.0,64.0,0.0
