Name,Platform,Year_of_Release,Genre,Publisher,TOTAL_SALES_2019,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Critic_Score,User_Score,Developer,Rating
Dragon Quest Builders: Revive Alefgard,NS,2018,Role-Playing,Square Enix,0.22,0.07,0.07,0.07,0.01,8,,Square Enix,E10
Kingdom Come: Deliverance,XOne,2018,Role-Playing,Deep Silver,0.22,0.14,0.06,,0.02,,,Warhorse Studios,M
LEGO Harry Potter Collection,XOne,2018,Action,Warner Bros. Interactive Entertainment,0.22,0.14,0.06,,0.02,,,Traveller's Tales,E10
Hitman 2,XOne,2018,Action-Adventure,Warner Bros. Interactive Entertainment,0.22,0.14,0.06,,0.02,,,IO Interactive,M
SweatShop,PC,2018,Simulation,Unknown,0.22,,,,,,,DUCK,
Warriors Orochi 4,PS4,2018,Action,Koei Tecmo,0.22,0.05,,0.16,0.01,,,Omega Force,T
Radiant Historia: Perfect Chronology,3DS,2018,Role-Playing,Atlus,0.21,0.11,0.03,0.06,0.01,8.1,,Atlus,T
Fallout 76,PC,2018,Role-Playing,Bethesda Softworks,0.21,0.12,0.07,,0.02,3.7,,Bethesda Game Studios,M
Conan Exiles,PS4,2018,Action-Adventure,Maximum Games,0.21,0.05,0.05,0.09,0.02,,,Funcom Oslo A/S,M
House Party,PC,2018,Adventure,Unknown,0.21,,,,,,,"Eek! Games, LLC",
Devil May Cry HD Collection,PS4,2018,Action,Capcom,0.21,0.1,0.06,0.02,0.03,,,Capcom,
Legend of Dungeon,PC,2018,Role-Playing,Unknown,0.21,,,,,,,Robot Loves Kitty,
Russian SuperHero Dead Ivan,PC,2018,Action,Unknown,0.21,,,,,,,Anatoliy Loginovskikh,
Kingdom Hearts: The Story So Far,PS4,2018,Role-Playing,Square Enix,0.2,0.17,,,0.04,,,Square Enix,
Pillars of Eternity II: Deadfire,PC,2018,Role-Playing,Versus Evil,0.2,,,,,,,Obsidian Entertainment,
Shin Megami Tensei: Strange Journey Redux,3DS,2018,Role-Playing,Atlus,0.2,0.08,0.01,0.1,0.01,,,Atlus,M
Call of Duty: Modern Warfare Remastered,PC,2018,Shooter,Activision,0.19,,,,,,,Infinity Ward,M
Valkyria Chronicles 4,NS,2018,Strategy,Sega,0.19,0.12,0.04,0.02,0.02,8.6,,Sega,T
Crab Dub,PC,2018,Action,Unknown,0.19,,,,,,,Anatoliy Loginovskikh,
NBA Live 19,PS4,2018,Sports,Electronic Arts,0.19,0.15,,,0.04,,,EA Tiburon,
Captain Toad: Treasure Tracker,3DS,2018,Puzzle,Nintendo,0.19,0.06,0.04,0.08,0.01,8.5,,Nintendo EPD,E
Street Fighter 30th Anniversary Collection,NS,2018,Fighting,Capcom,0.19,0.12,0.04,0.01,0.02,8.5,,Capcom,T
Creed: Rise to Glory,PS4,2018,Sports,Sony Interactive Entertainment,0.19,0.15,,,0.04,,,Survios,
Naruto to Boruto: Shinobi Striker,XOne,2018,Action,Bandai Namco Games,0.19,0.17,,,0.02,,,Soleil Software Studio Inc.,T
Bendy and the Ink Machine,PS4,2018,Puzzle,Rooster Teeth Games,0.18,0.15,,,0.03,,,TheMeatly Games,T
Sword Art Online: Fatal Bullet,PC,2018,Role-Playing,Namco Bandai Games,0.18,,,,,,,Dimps Corporation,T
Sega Genesis Classics,NS,2018,Misc,Sega,0.18,0.1,0.06,,0.02,,,Sega,T
Spakoyno: Back to the USSR 2.0,PC,2018,Adventure,Unknown,0.18,,,,,,,Separate Game Development,
Bendy and the Ink Machine,NS,2018,Puzzle,Rooster Teeth Games,0.17,0.15,,,0.02,,,TheMeatly Games,T
Katamari Damacy Reroll,NS,2018,Action,Bandai Namco Entertainment,0.17,0.14,,0.02,0.02,8.8,,Bandai Namco Games,
Mega Man 11,PS4,2018,Platform,Capcom,0.17,0.09,0.03,0.03,0.03,,,Capcom,
Just Dance 2019,PS4,2018,Music,Ubisoft,0.17,0.11,0.03,,0.03,,,Ubisoft Paris,E
TT Isle of Man: Ride on the Edge,PS4,2018,Racing,Big Ben Interactive,0.17,0.05,0.09,,0.03,,,Kylotonn,E
F1 2018,XOne,2018,Racing,Codemasters,0.17,0.05,0.1,,0.01,,,Codemasters Birmingham,E
Sports Party,NS,2018,Sports,Ubisoft,0.17,0.06,0.1,,0.01,,,Magic Pockets,E
Harvest Moon: Light of Hope,NS,2018,Simulation,Natsume,0.17,0.12,0.03,,0.02,,,Natsume,E
Vampyr,PC,2018,Role-Playing,Focus Home Interactive,0.16,,,,,,,DONTNOD Entertainment,M
Digimon Story: Cyber Sleuth - Hacker's Memory,PS4,2018,Role-Playing,Namco Bandai Games,0.16,0.05,0.05,0.04,0.02,,,Media.Vision,T
Bendy and the Ink Machine,XOne,2018,Puzzle,Rooster Teeth Games,0.16,0.14,,,0.02,,,TheMeatly Games,T
Overcooked! 2,PS4,2018,Simulation,Sold Out,0.16,0.07,0.06,,0.03,,,Ghost Town Games,
Yooka-Laylee,PC,2018,Platform,Team17 Software,0.16,,,,,,,Playtonic Games,E10
Xenoblade Chronicles 2: Torna ~ The Golden Country,NS,2018,Role-Playing,Nintendo,0.16,0.08,0.05,0.02,0.01,7.5,,Monolith Soft,T
Assassin's Creed Rogue Remastered,PS4,2018,Action-Adventure,Ubisoft,0.15,,0.13,0.01,0.02,,,Ubisoft,
Just Dance 2019,XOne,2018,Music,Ubisoft,0.15,0.13,0.01,,0.02,,,Ubisoft Paris,E
28 Waves Later,PC,2018,Action-Adventure,Unknown,0.15,,,,,,,Dagestan Technology,
NBA Live 19,XOne,2018,Sports,Electronic Arts,0.15,0.13,,,0.02,,,EA Tiburon,
We Happy Few,PC,2018,Action,Gearbox Software,0.15,,,,,,,Compulsion Games,
Zeno Clash 2,PC,2018,Shooter,Unknown,0.15,,,,,,,ACE Team,RP
South Park: The Fractured But Whole,NS,2018,Role-Playing,Ubisoft,0.14,0.08,0.05,,0.01,9.5,9.5,Ubisoft San Francisco,M
We Happy Few,PS4,2018,Action-Adventure,Gearbox Software,0.14,0.08,0.04,,0.02,,,Compulsion Games,M
Mega Man X Legacy Collection 1+2,PS4,2018,Platform,Capcom Entertainment,0.14,0.07,,0.05,0.02,,,Digital Eclipse Software,
My Hero One's Justice,XOne,2018,Fighting,Bandai Namco Entertainment,0.14,0.12,,,0.01,,,Byking,T
NBA 2K Playgrounds 2,NS,2018,Sports,2K Games,0.14,0.07,0.05,,0.01,,,Saber Interactive,
Divinity: Original Sin II,PS4,2018,Role-Playing,Bandai Namco Entertainment,0.13,0.04,0.08,,0.02,,,Larian Studios,
New Gundam Breaker,PS4,2018,Action,Namco Bandai Games,0.13,0.03,,0.1,0.01,2.8,,Bandai Namco Games,
R.B.I. Baseball 18,XOne,2018,Sports,MLB Advanced Media,0.13,0.12,,,0.01,,,MLB Advanced Media,
Nickelodeon Kart Racers,NS,2018,Racing,GameMill Entertainment,0.13,0.08,0.04,,0.01,2,,Solutions 2 Go,E
Destiny 2: Forsaken,XOne,2018,Shooter,Activision,0.13,0.08,0.04,,0.01,,,Bungie,
Super Robot Wars X,PS4,2018,Strategy,Bandai Namco Games,0.13,,,0.13,,,,Bandai Namco,
R.B.I. Baseball 18,NS,2018,Sports,MLB Advanced Media,0.13,0.12,,,0.01,,,MLB.com,
Call of Duty: Black Ops IIII,PC,2018,Shooter,Activision,0.13,0.05,0.07,,0.01,,,Treyarch,M
The Legend of Heroes: Trails of Cold Steel IV,PS4,2018,Role-Playing,Falcom,0.13,,,0.13,,,,Falcom,
Persona Dancing: Endless Night Collection,PS4,2018,Music,Atlus,0.13,0.07,,0.04,0.02,,,Atlus,
Goosebumps: The Game,NS,2018,Adventure,GameMill Entertainment,0.13,0.09,0.02,,0.01,,,WayForward,
NASCAR Heat 3,PS4,2018,Racing,704Games,0.13,0.1,,,0.02,,,Monster Games,
Paw Patrol on a Roll,NS,2018,Platform,Outright Games,0.13,,0.12,,0.01,,,Outright Games,E
Little Dragons Café,NS,2018,Simulation,Aksys Games,0.13,0.09,,0.02,0.01,7,,Aksys Games,E10
The Inpatient,PS4,2018,Action,Sony Interactive Entertainment,0.13,0.06,0.05,,0.02,,,Supermassive Games Ltd.,M
MX vs ATV All Out,PS4,2018,Racing,THQ Nordic,0.12,0.09,0.01,,0.02,,,Rainbow Studios,E10
Dragon's Crown Pro,PS4,2018,Role-Playing,Atlus,0.12,0.1,,,0.02,,,Vanillaware,
Shantae: Half-Genie Hero,NS,2018,Platform,Xseed Games,0.12,0.09,0.01,0.01,0.01,,,WayForward Technologies,T
Darksiders III,XOne,2018,Action,THQ Nordic,0.12,0.11,,,0.01,,,Gunfire Games,M
Fire Pro Wrestling World,PS4,2018,Fighting,Spike Chunsoft,0.12,0.06,0.02,0.03,0.02,,,Spike Chunsoft,T
Vampyr,XOne,2018,Role-Playing,Focus Home Interactive,0.12,0.07,0.04,,0.01,,,DONTNOD Entertainment,M
Pro Yakyuu Famista Evolution,NS,2018,Sports,Bandai Namco Games,0.12,,,0.12,,,,Bandai Namco Games,
Pokemon Crystal Version,3DS,2018,Role-Playing,Nintendo,0.12,,0.11,,0.01,,,Game Freak,E
Jikkyou Powerful Pro Baseball 2018,PSV,2018,Sports,Konami,0.12,,,0.12,,,,Konami,
The Snack World: Trejarers Gold,NS,2018,Role-Playing,Level 5,0.12,,,0.12,,,,Level 5,
Call of Cthulhu,PS4,2018,Role-Playing,Focus Home Interactive,0.12,0.07,0.03,,0.02,,,Cyanide,M
Subnautica,PS4,2018,Adventure,Gearbox Software,0.12,0.07,0.03,,0.02,,,Unknown Worlds Entertainment,
Out of Reach,PC,2018,Action,Space Boat Studios,0.12,,,,,,,Space Boat Studios,
Payday 2,NS,2018,Shooter,505 Games,0.12,0.08,0.02,,0.01,5,,Overkill Software,M
The Alliance Alive,3DS,2018,Role-Playing,Atlus,0.11,0.04,,0.06,0.01,7.3,,Cattle Call,E10
Dead Cells,NS,2018,Action,Merge Games,0.11,0.08,0.02,,0.01,9.3,,Motion Twin,T
Farm Together,PC,2018,Simulation,Milkstone Studios,0.11,,,,,,,Milkstone Studios S.L.,
Namco Museum Arcade Pac,NS,2018,Misc,Bandai Namco Entertainment,0.11,0.08,0.02,,0.01,7.8,,Bandai Namco,T
Monster Energy Supercross - The Official Videogame,PS4,2018,Racing,Milestone S.r.l.,0.11,0.08,0.01,,0.02,,,Milestone S.r.l.,E
The Elder Scrolls Online: Summerset,XOne,2018,MMO,Bethesda Softworks,0.11,0.09,0.01,,0.01,,,ZeniMax Online Studios,M
Final Fantasy XII: The Zodiac Age,PC,2018,Role-Playing,Square Enix,0.11,,,,,,,Square Enix,T
Staxel,PC,2018,Simulation,Humble Bundle,0.11,,,,,,,Plukit,
Wolfenstein II: The New Colossus,NS,2018,Shooter,Bethesda Softworks,0.11,0.05,0.05,,0.01,8.3,,MachineGames,M
Overcooked Special Edition,NS,2018,Simulation,Team 17,0.11,0.08,0.01,,0.01,8.4,,Ghost Town Games,
Ys VIII: Lacrimosa of Dana,NS,2018,Role-Playing,NIS America,0.11,0.03,0.03,0.03,0.01,8.5,6.7,Nihon Falcom Corporation,
Burnout Paradise Remastered,XOne,2018,Racing,Electronic Arts,0.11,0.06,0.04,,0.01,8,,Stellar Entertainment,E10
Football Manager 2019,PC,2018,Simulation,Sega,0.11,,0.1,,0.01,,,Sports Interactive,
Heroes of Hammerwatch,PC,2018,Action-Adventure,Crackshell,0.11,,,,,,,Crackshell,
Dark Souls: Remastered,XOne,2018,Role-Playing,Bandai Namco Entertainment,0.11,0.07,0.03,,0.01,8,,From Software,M
Slime Rancher,PS4,2018,Simulation,Skybound Games,0.1,0.08,,,0.02,,,Monomi Park,E10
Monster Prom,PC,2018,Simulation,Those Awesome Guys,0.1,,,,,,,Beautiful Glitch,
AXYOS,PC,2018,Shooter,Axyos Games,0.1,,,,,,,Axyos Games,
The Seven Deadly Sins: Knights of Britannia,PS4,2018,Fighting,Bandai Namco Entertainment,0.1,0.05,0.02,0.02,0.01,,,Natsume Atari,T
The Elder Scrolls Online: Summerset,PS4,2018,MMO,Bethesda Softworks,0.1,0.08,,,0.02,7.5,,ZeniMax Online Studios,M
NASCAR Heat 3,XOne,2018,Racing,704Games,0.1,0.09,,,0.01,,,Monster Games,
Starlink: Battle for Atlas,PS4,2018,Action-Adventure,Ubisoft,0.1,0.08,,,0.02,,,Ubisoft Toronto,E10
Zone of the Enders: The 2nd Runner MARS,PS4,2018,Simulation,Konami,0.1,0.05,0.01,0.03,0.01,,,Cygames,T
Starlink: Battle for Atlas,XOne,2018,Action-Adventure,Ubisoft,0.1,0.09,,,0.01,,,Ubisoft Toronto,E10
Salt,PC,2018,Adventure,Lavaboots Studios,0.1,,,,,,,Lavaboots Studios,
BallisticNG,PC,2018,Racing,Neognosis,0.1,,,,,,,Neognosis,
Just Dance 2019,WiiU,2018,Music,Ubisoft,0.1,0.06,0.03,,0.01,,,Ubisoft Paris,E
Agony,PC,2018,Action,PlayWay,0.1,,,,,,,Madmind Studio,
Sega Genesis Classics,XOne,2018,Misc,Sega,0.1,0.06,0.03,,0.01,,,Sega,T
Sword Art Online: Fatal Bullet,XOne,2018,Role-Playing,Namco Bandai Games,0.1,0.09,,,0.01,,,Dimps Corporation,T
Deracine,PS4,2018,Adventure,Sony Interactive Entertainment,0.1,0.07,,0.01,0.02,,,From Software,T
Battlefield V,PC,2018,Shooter,Electronic Arts,0.1,,0.09,,0.01,,,EA DICE,M
Slime Rancher,XOne,2018,Simulation,Skybound Games,0.1,0.08,,,0.01,,,Monomi Park,E10
Nickelodeon Kart Racers,XOne,2018,Racing,GameMill Entertainment,0.09,0.08,,,0.01,,,Solutions 2 Go,E
We Happy Few,XOne,2018,Action-Adventure,Gearbox Software,0.09,0.07,0.01,,0.01,,,Compulsion Games,M
Red Faction: Guerrilla Re-Mars-tered,PS4,2018,Shooter,THQ Nordic,0.09,0.04,0.04,,0.02,,,Volition,
Dark Souls Trilogy,PS4,2018,Role-Playing,Bandai Namco Entertainment,0.09,0.07,,0.01,0.02,,,From Software,M
Borderlands 2 VR,PS4,2018,Shooter,2K Games,0.09,0.07,,,0.02,,,Gearbox Software,M
Train Sim World,PS4,2018,Simulation,Maximum Games,0.09,0.05,0.03,,0.02,,,Dovetail Games,
Life Is Strange: Before the Storm,XOne,2018,Adventure,Square Enix,0.09,0.07,0,,0.01,,,Deck Nine,M
Strange Brigade,PS4,2018,Shooter,Rebellion Developments,0.09,0.05,0.03,,0.02,,,Rebellion Developments,
Attack on Titan 2,XOne,2018,Action,Koei Tecmo,0.09,0.08,,,0.01,7,,Omega Force,M
Nickelodeon Kart Racers,PS4,2018,Racing,GameMill Entertainment,0.09,0.07,,,0.02,,,Solutions 2 Go,E
Mutant Football League: Dynasty Edition,NS,2018,Sports,Nighthawk Interactive,0.09,0.08,,,0.01,,,Digital Dreams,M
Shining Resonance Refrain,NS,2018,Role-Playing,Sega,0.09,0.05,0.01,0.01,0.01,,,Media.Vision,T
Monster Energy Supercross - The Official Videogame,XOne,2018,Racing,Milestone S.r.l.,0.08,0.08,,,0.01,,,Milestone S.r.l.,E
TT Isle of Man: Ride on the Edge,XOne,2018,Racing,Big Ben Interactive,0.08,0.05,0.03,,0.01,,,Kylotonn,E
Spintires: MudRunner - American Wilds,PS4,2018,Racing,Focus Home Interactive,0.08,0.07,,,0.02,,,Saber Interactive,E
Shining Resonance Refrain,PS4,2018,Role-Playing,Sega,0.08,0.03,0.01,0.04,0.01,,,Media.Vision,T
Dynasty Warriors 9,XOne,2018,Action,Tecmo Koei,0.08,0.06,0.01,,0.01,,,Omega Force,T
Overcooked! 2,XOne,2018,Simulation,Sold Out,0.08,0.07,0,,0.01,,,Ghost Town Games,
Gravel,PS4,2018,Racing,Milestone S.r.l.,0.08,0.06,,,0.01,,,Milestone S.r.l.,
MX vs ATV All Out,XOne,2018,Racing,THQ Nordic,0.08,0.07,,,0.01,,,Rainbow Studios,E10
BlazBlue: Cross Tag Battle,PS4,2018,Fighting,Arc System Works,0.08,0.04,,0.03,0.01,,,Arc System Works,T
Rick & Morty Virtual Rick-Ality,PS4,2018,Simulation,Nighthawk Interactive,0.08,0.06,,,0.01,,,Owlchemy Labs,
ARK: Survival Evolved,NS,2018,Action-Adventure,Studio Wildcard,0.08,0.07,,,0.01,4,,Studio Wildcard,T
NBA 2K Playgrounds 2,PS4,2018,Sports,2K Games,0.08,0.06,,,0.01,,,Saber Interactive,
Metal Gear Survive,XOne,2018,Action,Konami Digital Entertainment,0.08,0.05,0.01,,0.01,,,Konami Digital Entertainment,M
The Banner Saga Trilogy - Bonus Edition,PS4,2018,Strategy,505 Games,0.07,0.06,,,0.01,,,Stoic Studio,
The Witch and the Hundred Knight 2,PS4,2018,Role-Playing,NIS America,0.07,0.03,,0.03,0.01,,6.8,Nippon Ichi Software,RP
Far Cry 5,PC,2018,Action,Ubisoft,0.07,,0.07,,0,6.3,,Ubisoft,M
Ride 3,PS4,2018,Racing,Bandai Namco Entertainment,0.07,0.03,0.03,,0.01,,,Milestone S.r.l.,E
Super Robot Wars X,PSV,2018,Strategy,Bandai Namco Games,0.07,,,0.07,,,,Bandai Namco,
Harvest Moon: Light of Hope,PS4,2018,Simulation,Natsume,0.07,0.06,,,0.01,,,Natsume,
Bass Pro Shops: The Strike - Championship Edition,NS,2018,Simulation,Planet Entertainment,0.07,0.06,,,0.01,,,XS Games,E
Warriors Orochi 4,NS,2018,Action,Koei Tecmo,0.07,0.02,,0.05,0,8.5,,Omega Force,T
Wild Guns Reloaded,NS,2018,Shooter,Natsume,0.07,0.06,,,0.01,,,Natsume Atari,E10
Cabela's The Hunt: Championship Edition Bundle,NS,2018,Simulation,Planet Entertainment,0.07,0.06,,,0.01,,,Planet Entertainment,T
Just Dance 2019,X360,2018,Music,Ubisoft,0.07,0.05,0.01,,0.01,,,Ubisoft Paris,E
Paw Patrol on a Roll,PS4,2018,Platform,Outright Games,0.07,0.06,,,0.01,,,Outright Games,E
Shenmue I & II,XOne,2018,Action-Adventure,Sega,0.07,0.05,0.01,,0.01,,,Sega,T
DUSK,PC,2018,Shooter,New Blood Interactive,0.07,,,,,,,David Szymanski,
Sushi Striker: The Way of Sushido,NS,2018,Puzzle,Nintendo,0.07,0.02,0.01,0.03,0,7.9,,Indies Zero,E
Subnautica,XOne,2018,Adventure,Gearbox Software,0.07,0.06,,,0.01,,,Unknown Worlds Entertainment,
R.B.I. Baseball 18,PS4,2018,Sports,MLB Advanced Media,0.07,0.06,,,0.01,,,MLB Advanced Media,
Disgaea 1 Complete,PS4,2018,Role-Playing,NIS America,0.07,0.04,,0.01,0.01,,,Nippon Ichi Software,T
Street Fighter 30th Anniversary Collection,XOne,2018,Fighting,Capcom,0.07,0.05,0.01,,0.01,,,Capcom,T
Dragon's Crown Pro,PS4,2018,Role-Playing,Atlus,0.07,,0.03,0.03,0,,,Vanillaware,T
Hello Neighbor: Hide & Seek,NS,2018,Adventure,Gearbox Software,0.07,0.06,,,0.01,,,Dynamic Pixels,T
Home Sweet Home (2017),PS4,2018,Adventure,Mastiff,0.07,0.05,,,0.01,,,"YGGDRAZIL GROUP CO.,LTD",M
BlazBlue: Cross Tag Battle,NS,2018,Fighting,Arc System Works,0.07,0.04,0.01,0.01,0.01,8,,Arc System Works,T
Hello Neighbor: Hide & Seek,PS4,2018,Adventure,Gearbox Software,0.07,0.05,,,0.01,,,Dynamic Pixels,T
Hello Neighbor: Hide & Seek,XOne,2018,Adventure,Gearbox Software,0.07,0.06,,,0.01,,,Dynamic Pixels,T
Mutant Football League: Dynasty Edition,PS4,2018,Sports,Nighthawk Interactive,0.07,0.05,,,0.01,,,Digital Dreams,M
Scribblenauts: Showdown,NS,2018,Platform,Warner Bros. Interactive,0.07,0.03,0.03,,0.01,,,Shiver Games,E10
Spintires: MudRunner - American Wilds,XOne,2018,Racing,Focus Home Interactive,0.07,0.06,,,0.01,,,Saber Interactive,E
Nobunaga's Ambition: Taishi,PS4,2018,Strategy,Koei Tecmo,0.06,0.01,,0.05,0,,,Koei Tecmo Games,
Super Bomberman R,PS4,2018,Puzzle,Konami Digital Entertainment,0.06,0.03,,0.03,0.01,,,HexaDrive,E10
Persona 5: Dancing in Starlight,PS4,2018,Music,Atlus,0.06,0.03,,0.03,0.01,,,Atlus,T
America's Greatest Game Shows: Wheel of Fortune and Jeopardy!,NS,2018,Party,Ubisoft,0.06,0.06,,,0.01,,,Ubisoft,E
FIFA 19,X360,2018,Sports,Electronic Arts,0.06,,0.06,,0,,,EA Sports,
Girls und Panzer: Dream Tank Match,PS4,2018,Action,Bandai Namco Games,0.06,,,0.06,,,,Bandai Namco Games,
The Sims 4: Get Famous,PC,2018,Simulation,Electronic Arts,0.06,,0.06,,0,,,Maxis,T
Golf Club 2019,PS4,2018,Sports,2K Games,0.06,0.05,,,0.01,,,HB Studios,
Mega Man 11,XOne,2018,Platform,Capcom,0.06,0.06,,,0.01,,,Capcom,
Victor Vran: Overkill Edition,NS,2018,Role-Playing,Wired Productions,0.06,0.06,,,0.01,,,Haemimont Games,M
Asterix and Obelix XXL2,NS,2018,Action-Adventure,Microids,0.06,,0.06,,0,6.5,,Microids,E10
Fate/Extella Link,PSV,2018,Action,Marvelous,0.06,,,0.06,,,,Marvelous,
Conan Exiles,XOne,2018,Action-Adventure,Maximum Games,0.06,0.05,0.01,,0.01,,,Funcom Oslo A/S,
NBA 2K Playgrounds 2,XOne,2018,Sports,2K Games,0.06,0.05,,,0.01,,,Saber Interactive,
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,PS4,2018,Role-Playing,Tecmo Koei,0.06,0.03,,0.03,0.01,,,Gust,T
Shadows Awakening,PS4,2018,Role-Playing,Kalypso Media,0.06,0.05,,,0.01,,,Games Farm,
Assassin's Creed Odyssey,PC,2018,Action-Adventure,Ubisoft,0.06,,0.06,,0,,,Ubisoft Quebec,
Disgaea 1 Complete,NS,2018,Role-Playing,NIS America,0.06,0.03,0.01,0.01,0,8,,Nippon Ichi Software,T
Spintires: MudRunner - American Wilds,NS,2018,Racing,Maximum Games,0.06,0.05,,,0.01,,,Saber Interactive,E
Portal Knights,NS,2018,Role-Playing,505 Games,0.06,0.02,0.02,0.01,0,,,Keen Games,E10
Extinction,PS4,2018,Action,Maximum Games,0.06,0.05,,,0.01,,,Iron Galaxy,M
Gintama Ranbu,PS4,2018,Action,Bandai Namco Games,0.06,,,0.06,,,,Bandai Namco Games,
One Piece: Pirate Warriors 3 - Deluxe Edition,NS,2018,Action,Bandai Namco Entertainment,0.06,,0.01,0.05,0,8.5,,Omega Force,T
Party Arcade,NS,2018,Party,Planet Entertainment,0.06,0.05,,,0.01,,,Solutions 2 Go,
Atari Flashback Classics: Volume 3,PS4,2018,Misc,Funbox Media,0.06,0.05,,,0.01,,,Atari,
The Invisible Hours,XOne,2018,Adventure,Tequila Works,0.05,0.05,,,0.01,,,Tequila Works,T
Disaster Report 4 Plus: Summer Memories,PS4,2018,Action-Adventure,Granzella,0.05,,,0.05,,,,Granzella,
The Sims 4 Seasons,PC,2018,Simulation,Electronic Arts,0.05,,0.05,,0,,,EA,
Call of Cthulhu,XOne,2018,Role-Playing,Focus Home Interactive,0.05,0.05,,,0.01,,,Cyanide,M
Owlboy,NS,2018,Platform,Soedesco,0.05,0.03,0.01,,0.01,9,,D-Pad Studios,E10
The Long Dark,XOne,2018,Simulation,Skybound Games,0.05,0.05,,,0.01,,,Hinterland Studio Inc.,T
Carnival Games,PS4,2018,Party,2K Games,0.05,0.04,,,0.01,,,Cat Daddy Games,E10
Yakuza 3,PS4,2018,Action-Adventure,Sega,0.05,,,0.05,,,,Sega,
Pro Evolution Soccer 2019,XOne,2018,Sports,Konami,0.05,0.02,0.02,,0,,,Konami,E
Hellblade: Senua's Sacrifice,PS4,2018,Action-Adventure,505 Games,0.05,0.03,0.01,,0.01,8.3,,Ninja Theory,M
Little Nightmares,NS,2018,Platform,Bandai Namco Entertainment,0.05,,0.02,0.03,0,,,Tarsier Studios,T
Strange Brigade,XOne,2018,Shooter,Rebellion Developments,0.05,0.04,0.01,,0.01,,,Rebellion Developments,
Scribblenauts Mega Pack,NS,2018,Adventure,Warner Bros. Interactive Entertainment,0.05,0.05,,,0.01,,,Shiver Games,E10
The Long Dark,PS4,2018,Simulation,Skybound Games,0.05,0.04,,,0.01,,,Hinterland Studio Inc.,T
Little Dragons Café,PS4,2018,Simulation,Aksys Games,0.05,0.03,,0.01,0.01,,,Aksys Games,E10
Golf Club 2019,XOne,2018,Sports,2K Games,0.05,0.05,,,0.01,,,HB Studios,
The Banner Saga Trilogy - Bonus Edition,XOne,2018,Strategy,505 Games,0.05,0.05,,,0.01,,,Stoic Studio,
Scribblenauts: Showdown,PS4,2018,Platform,Warner Bros. Interactive,0.05,0.04,,,0.01,,,Shiver Games,E10
MXGP Pro,PS4,2018,Racing,Milestone S.r.l.,0.05,0.04,,,0.01,,,Milestone S.r.l.,
Extinction,XOne,2018,Action,Maximum Games,0.05,0.04,,,0.01,,,Iron Galaxy,M
My Riding Stables: Life with Horses,NS,2018,Simulation,TREVA Entertainment,0.05,0.04,,,0.01,,,Independent Arts Software GmbH,E
Apex Construct,PS4,2018,Action,Perp Games,0.05,0.04,,,0.01,,,Fast Travel Games,E10
Fishing Sim World,PS4,2018,Simulation,Dovetail Games,0.05,0.04,,,0.01,,,Dovetail Games,E
Metal Max Xeno,PS4,2018,Role-Playing,NIS America,0.05,0.02,,0.03,0,,,Kadokawa Games,
Toki Collector's Edition,NS,2018,Platform,Microids,0.05,0.04,,,0.01,,,Golgoth Studio,E10
Don't Starve,PS4,2018,Adventure,Klei Entertainment,0.05,0.04,,,0.01,,,Klei Entertainment,T
Surviving Mars,XOne,2018,Simulation,Maximum Games,0.05,0.04,,,0.01,,,Haemimont Games,
Red Faction: Guerrilla Re-Mars-tered,XOne,2018,Shooter,THQ Nordic,0.05,0.04,0.01,,0,,,Volition,
Dakar 18,PS4,2018,Racing,Deep Silver,0.05,0.03,0.01,,0.01,,,Bigmoon Entertainment,
ARK Park,PS4,2018,Adventure,Snail Games USA,0.05,0.04,,,0.01,,,Snail Games USA,T
Battle Chasers: Nightwar,NS,2018,Role-Playing,THQ Nordic,0.05,0.03,0.01,,0,8.5,,Airship Syndicate,T
Yomawari: The Long Night Collection,NS,2018,Action-Adventure,NIS America,0.05,0.04,,0.01,0,,,Nippon Ichi Software,M
Carnival Games,XOne,2018,Party,2K Games,0.05,0.04,,,0.01,,,Cat Daddy Games,E10
Fishing Sim World,XOne,2018,Simulation,Dovetail Games,0.05,0.04,,,0.01,,,Dovetail Games,E
Atari Flashback Classics: Volume 3,XOne,2018,Misc,Funbox Media,0.05,0.04,,,0.01,,,Atari,
Owlboy,PS4,2018,Platform,Soedesco,0.05,0.04,,,0.01,,,D-Pad Studios,
The Escapists 2,NS,2018,Action,Sold Out,0.05,0.04,,,0,,,Team17 Software,T
Gravel,XOne,2018,Racing,Milestone S.r.l.,0.05,0.04,,,0,,,Milestone S.r.l,
Jake Hunter Detective Story: Ghost of the Dusk,3DS,2018,Adventure,Aksys Games,0.05,0.03,,0.01,0,,,Arc System Works,
SNK Heroines Tag Team Frenzy,NS,2018,Fighting,NIS America,0.05,0.02,0.01,0.01,0,,,SNK Corporation,T
Onrush,PS4,2018,Racing,Deep Silver,0.05,0.04,,,0.01,,,Codemasters,
Dead Cells,PS4,2018,Action,Merge Games,0.05,0.04,,,0.01,,,Motion Twin,T
Lost Sphear,NS,2018,Role-Playing,Square Enix,0.04,,0.02,0.02,0,6.5,,Tokyo RPG Factory,E10
Devil May Cry HD Collection,XOne,2018,Action,Capcom,0.04,0.04,,,0,,,Capcom,
Cat Quest,NS,2018,Adventure,PQube,0.04,0.04,,,0,,,PQube,
